text,label,binary_label,target_column
With a group of folks just giving that much would add up.  ,4-LOGIC,1,4-LOGIC
And such a small amount probably wouldn't hurt the pocketbook too badly.,4-LOGIC,1,4-LOGIC
 That warm fuzzy feeling. Lol,3-EMOTION,0,4-LOGIC
Lol,3-EMOTION,0,4-LOGIC
"Yes, I have Dude, he is a black lab, I have Popeye who is a little corgi mix.  ",1-RAPPORT,0,4-LOGIC
They are the best dogs I have ever had. ,1-RAPPORT,0,4-LOGIC
Do you have pets?,1-RAPPORT,0,4-LOGIC
Your donation will do a lot to help kids,3-EMOTION,0,4-LOGIC
You are helping yourself first by donating. ,2-NEGOTIATE,0,4-LOGIC
A simple internet search will show you what they have done. ,1-RAPPORT,0,4-LOGIC
They need your donation,2-NEGOTIATE,0,4-LOGIC
" It looks like this chat is supposed to be to learn more about ""Save the Children"".  ",1-RAPPORT,0,4-LOGIC
Have you ever heard of it?,1-RAPPORT,0,4-LOGIC
It seems vaguely familiar but I never paid attention specifically.  ,1-RAPPORT,0,4-LOGIC
Have you ever donated to them?,1-RAPPORT,0,4-LOGIC
"From what I'm reading, it sounds like a great cause",2-NEGOTIATE,0,4-LOGIC
I can't imagine what that's like for the parents. ,3-EMOTION,0,4-LOGIC
How often do you donate to things like this?  ,1-RAPPORT,0,4-LOGIC
"I usually give to animal charities like the local no-kill shelter, but it's always interesting to learn about new places to make an impact. ",1-RAPPORT,0,4-LOGIC
" Do you feel that you donate more in terms of money, or in terms of volunteering your time?",1-RAPPORT,0,4-LOGIC
I'm usually pretty busy so try to donate a little here and there. ,1-RAPPORT,0,4-LOGIC
Do you ever donate to charity?,1-RAPPORT,0,4-LOGIC
Have you ever volunteered? ,1-RAPPORT,0,4-LOGIC
 Time and money these days can be scarce!,4-LOGIC,1,4-LOGIC
And think of all the kiddies you will be helping!,3-EMOTION,0,4-LOGIC
do you think you will donate today?,2-NEGOTIATE,0,4-LOGIC
"oh, could you afford maybe fifteen cents?",2-NEGOTIATE,0,4-LOGIC
"well, I'll match your 5.00, does that sound cool?",2-NEGOTIATE,0,4-LOGIC
"yes I like to give to doctors without borders, they risk their lives to go where they are most needed",1-RAPPORT,0,4-LOGIC
there are so many wars and so many natural disasters,3-EMOTION,0,4-LOGIC
What type of donation would you be most interested in?,1-RAPPORT,0,4-LOGIC
Ok that is amazing news.,1-RAPPORT,0,4-LOGIC
 If you have any family that would be interested in donating please direct them to our page. ,2-NEGOTIATE,0,4-LOGIC
And we are always looking for people to help! ,1-RAPPORT,0,4-LOGIC
"Nope! You are all set, you can donate here https://support. URL ite/Donation2?df_id=1620&1620.donation=form1 or I can simply ask you to donate through the task payment if that is something that interests you? ",2-NEGOTIATE,0,4-LOGIC
Have you ever heard of them?,1-RAPPORT,0,4-LOGIC
"yes, have you heard about the crisis in syria?",1-RAPPORT,0,4-LOGIC
Given the chance would you be willing to donate some of your task payment to organizations like save the children? ,2-NEGOTIATE,0,4-LOGIC
"choosing anywhere between $0 and all of your payment, how much would you like to donate?",2-NEGOTIATE,0,4-LOGIC
Do you think you can donate a bit more?,2-NEGOTIATE,0,4-LOGIC
"I understand but these are children, it would help them out very much. ",3-EMOTION,0,4-LOGIC
Every dollar counts.,4-LOGIC,1,4-LOGIC
 I'm really glad you decided to donate.,1-RAPPORT,0,4-LOGIC
What part of the world are you in?,1-RAPPORT,0,4-LOGIC
"Oh wow, I used to live in Jersey City, which is a ride away from NYC.",1-RAPPORT,0,4-LOGIC
So cool.,1-RAPPORT,0,4-LOGIC
"I went to school there from nonprofit management, and ironically I'm working with a group called Save The Children. ",1-RAPPORT,0,4-LOGIC
Ones we often take for granted in the states. ,3-EMOTION,0,4-LOGIC
Are you interested in giving back a bit of $$?,2-NEGOTIATE,0,4-LOGIC
" It could do so much good in the life of a hungry, neglected, or abused child. ",3-EMOTION,0,4-LOGIC
Oh wow. Do you have a boy or a girl?,1-RAPPORT,0,4-LOGIC
I totally understand your position. ,4-LOGIC,1,4-LOGIC
"Again, no amount is too small. ",4-LOGIC,1,4-LOGIC
One penny donated from your earnings could do a lot of good in the 3rd world. ,4-LOGIC,1,4-LOGIC
I'll match whatever you decide to give.,2-NEGOTIATE,0,4-LOGIC
Let me know.,2-NEGOTIATE,0,4-LOGIC
Well total congrats to you on new mother! ,1-RAPPORT,0,4-LOGIC
And thank you so much for your donation!,1-RAPPORT,0,4-LOGIC
I will of course match that $.25. ,2-NEGOTIATE,0,4-LOGIC
Is the father of your child expected to recover soon and be released. ,1-RAPPORT,0,4-LOGIC
That is so terrible. ,1-RAPPORT,0,4-LOGIC
"For anyone, but especially a new dad. ",1-RAPPORT,0,4-LOGIC
You totally have my prayers and positive energy.,1-RAPPORT,0,4-LOGIC
 Oh wow so cool. ,1-RAPPORT,0,4-LOGIC
"I know funds are low, but in the future are there any causes you feel strongly about that you would put your money behind?",1-RAPPORT,0,4-LOGIC
Oh. Recently I've become interested in donating to people who are wrongfully incarcerated. ,1-RAPPORT,0,4-LOGIC
 I'd like to donate to their legal fees. ,1-RAPPORT,0,4-LOGIC
I am glad you are joining me here for this important task.,1-RAPPORT,0,4-LOGIC
Oh that is good!,1-RAPPORT,0,4-LOGIC
I also have children.,1-RAPPORT,0,4-LOGIC
I have three girls. ,1-RAPPORT,0,4-LOGIC
You? (I won't ask for any personal details - I promise.),1-RAPPORT,0,4-LOGIC
You?,1-RAPPORT,0,4-LOGIC
"My oldest will be 21 next week, and the youngers ones are in their late teenage years. ",1-RAPPORT,0,4-LOGIC
My husband has a little brother who has Asperger's. ,1-RAPPORT,0,4-LOGIC
"Not nearly the level of autism of your son, but I do have empathy for you. ",1-RAPPORT,0,4-LOGIC
Do you think that it's because she has spent her life watching (and I'd assume participating in the) care of her brother?,1-RAPPORT,0,4-LOGIC
Wow! You must be very proud of her! ,1-RAPPORT,0,4-LOGIC
"My other girls, though, have no idea what they like, except that they all like taking care of children (all work in day care or nanny jobs).",1-RAPPORT,0,4-LOGIC
 I am with you there! ,1-RAPPORT,0,4-LOGIC
I have absolutely zero flair for style.,1-RAPPORT,0,4-LOGIC
 It does make me feel good to see that. ,1-RAPPORT,0,4-LOGIC
"I feel like I must have done some good things right as a mom, if they like kids so much!",1-RAPPORT,0,4-LOGIC
I am sure you have done a great job with both of your kids! ,1-RAPPORT,0,4-LOGIC
It sounds like they are very special!,1-RAPPORT,0,4-LOGIC
"I didn't design it this way, but I am glad that we talked about our kids so much. ",1-RAPPORT,0,4-LOGIC
Are you familiar with a charity called Save the Children? ,1-RAPPORT,0,4-LOGIC
 I am to ask you if you would please donate all or part of the small stipend that we make for this discussion to that charity tonight. ,2-NEGOTIATE,0,4-LOGIC
Would you do that?,2-NEGOTIATE,0,4-LOGIC
"Yes, as do I. ",1-RAPPORT,0,4-LOGIC
I am grateful that there are people like you out there. ,1-RAPPORT,0,4-LOGIC
I am also very happy that your daughter will be in the nursing profession.,1-RAPPORT,0,4-LOGIC
It sounds like she comes from a good family!,1-RAPPORT,0,4-LOGIC
Yes many people donate for this noble cause. ,6-SOCIAL,0,4-LOGIC
 We have several campaigns.,1-RAPPORT,0,4-LOGIC
Like Educate a Girl.,1-RAPPORT,0,4-LOGIC
Thank you. You have made a great decision. ,1-RAPPORT,0,4-LOGIC
Thank you.,1-RAPPORT,0,4-LOGIC
"Good so far, been busy with HITs this morning which is a nice change for the usual weekend lull of HITs",1-RAPPORT,0,4-LOGIC
"Yea the weather is looking up today, might have to get out to a park or something fun today.",1-RAPPORT,0,4-LOGIC
"I have a few times, through this HIT actually. ",1-RAPPORT,0,4-LOGIC
At the end the researchers let us donate any amount of our task payment directly to the organization.,1-RAPPORT,0,4-LOGIC
I'm going to donate $.30 - today has been a good day for HITs so it won't kill me heh.,1-RAPPORT,0,4-LOGIC
" It'd be cool if they showed us at the end of the study how much has been raised so far, I'd really like that.",1-RAPPORT,0,4-LOGIC
we are about making a donation to a fund named save the children,1-RAPPORT,0,4-LOGIC
how much would be appropriate for you?,2-NEGOTIATE,0,4-LOGIC
do you know what save the children fund does? ,1-RAPPORT,0,4-LOGIC
how often do you donate?,1-RAPPORT,0,4-LOGIC
do you volunteer too?,1-RAPPORT,0,4-LOGIC
why do you don't want to donate?,1-RAPPORT,0,4-LOGIC
How much would you be willing to donate to a children's charity?,2-NEGOTIATE,0,4-LOGIC
Wow!,1-RAPPORT,0,4-LOGIC
That's great news!,1-RAPPORT,0,4-LOGIC
Have a great day!,1-RAPPORT,0,4-LOGIC
Great!,1-RAPPORT,0,4-LOGIC
We were pretty fast.,1-RAPPORT,0,4-LOGIC
I was actually adopted from Thailand by Holt.,1-RAPPORT,0,4-LOGIC
There were started during the Korean war and the couple were saving orphans from the war.,1-RAPPORT,0,4-LOGIC
I donate to Holt every year.,1-RAPPORT,0,4-LOGIC
They are in most third world countries.,1-RAPPORT,0,4-LOGIC
They are based out of Washington state.,1-RAPPORT,0,4-LOGIC
I usually get mail from them and you can sponsor particular children and get quarterly updates,1-RAPPORT,0,4-LOGIC
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",3-EMOTION,0,4-LOGIC
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",3-EMOTION,0,4-LOGIC
"501 Kings Highway East, Suite 400 Fairfield, CT 06825, if that helps.",1-RAPPORT,0,4-LOGIC
"I think that is only for large and monthly donations, however I will even match your donation in whatever you give.",2-NEGOTIATE,0,4-LOGIC
Wonderful!,1-RAPPORT,0,4-LOGIC
How much  would you like to donate then?,2-NEGOTIATE,0,4-LOGIC
Thank you so much,1-RAPPORT,0,4-LOGIC
Okay that's a start. ,1-RAPPORT,0,4-LOGIC
"No, honestly I don't but I would feel like my money would go to a good cause if I were to",1-RAPPORT,0,4-LOGIC
"We could all do better, I suppose. ",1-RAPPORT,0,4-LOGIC
Do your family or friends donate to such causes?,1-RAPPORT,0,4-LOGIC
Wow.,1-RAPPORT,0,4-LOGIC
Well you've seen charity first-hand.,1-RAPPORT,0,4-LOGIC
"Sometimes it's more a matter of convenience, too.",1-RAPPORT,0,4-LOGIC
It's a beautiful day here in Ohio.,1-RAPPORT,0,4-LOGIC
Are you involved with any charities at all?,1-RAPPORT,0,4-LOGIC
Have you heard about Save the Children one?,1-RAPPORT,0,4-LOGIC
Would you be willing to help?,2-NEGOTIATE,0,4-LOGIC
"No, I am not.",1-RAPPORT,0,4-LOGIC
Would you be willing to donate half of this task's payment?,2-NEGOTIATE,0,4-LOGIC
"I don't know much, but know it will help children. ",1-RAPPORT,0,4-LOGIC
"Do you have any kids, grandkids?",1-RAPPORT,0,4-LOGIC
 Exhausted. ,1-RAPPORT,0,4-LOGIC
Turking after work is no fun but I need the money lol,1-RAPPORT,0,4-LOGIC
"will you donate any bonus to the charity ""save the children"" today?",2-NEGOTIATE,0,4-LOGIC
"No worries, I'd do the same",1-RAPPORT,0,4-LOGIC
"Me too, but I just try to think how much my family needs the money and I feel a little better",1-RAPPORT,0,4-LOGIC
"Yep, they gave me all kinds of tactics to use on you that I didn't want to like asking how much you spend on things like candy LOL",1-RAPPORT,0,4-LOGIC
They said to tell you that you are part of the solution and that you have a moral responsibility to help,1-RAPPORT,0,4-LOGIC
I actually work in a grocery store.,1-RAPPORT,0,4-LOGIC
They only ask you for donations as a tax write-off.,1-RAPPORT,0,4-LOGIC
"I mean, the money does go to charity but there is something in it for everyone",1-RAPPORT,0,4-LOGIC
"Man I love South Park, excited for it to come back next month",1-RAPPORT,0,4-LOGIC
"Good talking with you, have a nice night",1-RAPPORT,0,4-LOGIC
 the organisation is Save the Children ( URL .,1-RAPPORT,0,4-LOGIC
have you heard of them?,1-RAPPORT,0,4-LOGIC
 that's great!,1-RAPPORT,0,4-LOGIC
have you contributed to any like organisations in the past?,1-RAPPORT,0,4-LOGIC
that's very good to hear. ,1-RAPPORT,0,4-LOGIC
thank you kindly. ,1-RAPPORT,0,4-LOGIC
that is most appreciated,1-RAPPORT,0,4-LOGIC
Have a good day,1-RAPPORT,0,4-LOGIC
That's a silly idea,1-RAPPORT,0,4-LOGIC
Hi friend.,1-RAPPORT,0,4-LOGIC
Have you ever heard of Save the Children?,1-RAPPORT,0,4-LOGIC
They're a great charity I support.,1-RAPPORT,0,4-LOGIC
I'm earning extra money on Amazon Turk to help support them.,1-RAPPORT,0,4-LOGIC
That's amazing.,1-RAPPORT,0,4-LOGIC
"So many poor kids around the world don't have food, clothing, shelter.",3-EMOTION,0,4-LOGIC
For years.,1-RAPPORT,0,4-LOGIC
"I started back in college, when an extra few dollars a month was a lot to give, and now that I've moved on in my career and life I'm thankful I'm able to give more.",1-RAPPORT,0,4-LOGIC
I just read they are going to be helping victims of the Hurricane in Hawaii. ,1-RAPPORT,0,4-LOGIC
I think I'm going to donate the money I earn today to Save the Children.,1-RAPPORT,0,4-LOGIC
ou want to join me?,2-NEGOTIATE,0,4-LOGIC
That's amazing.,1-RAPPORT,0,4-LOGIC
Should we give our whole 30 cents?,2-NEGOTIATE,0,4-LOGIC
Hassle free. ,2-NEGOTIATE,0,4-LOGIC
I'm so glad I got partnered with you.,1-RAPPORT,0,4-LOGIC
"With all the negativity in the news, I'm glad to see there are still great people out there",1-RAPPORT,0,4-LOGIC
"Yeap, I think I need to look at the website again and see the new ways to donate.",1-RAPPORT,0,4-LOGIC
"So we'll both donate the money we earn here, then we can donate extra off the website.",2-NEGOTIATE,0,4-LOGIC
I'm going to blog about you later today.,1-RAPPORT,0,4-LOGIC
 It will encourage our friends.,1-RAPPORT,0,4-LOGIC
Nice to meet you fellow Turker.,1-RAPPORT,0,4-LOGIC
You've encouraged my heart today.,1-RAPPORT,0,4-LOGIC
Have a wonderful day.,1-RAPPORT,0,4-LOGIC
Yes I'm here to talk about an organization called Save The Children.,1-RAPPORT,0,4-LOGIC
It's a charity you should donate to,2-NEGOTIATE,0,4-LOGIC
"Let me ask you this, do you have children?",1-RAPPORT,0,4-LOGIC
Perfect.,1-RAPPORT,0,4-LOGIC
"Now I want you to imagine how your child's life would be if he was alone, bouncing from foster home to foster home.",3-EMOTION,0,4-LOGIC
Imagine him with no strong mentor or leader in his life. ,3-EMOTION,0,4-LOGIC
The charity has a dedicated operations team that has been running the ship for over a decade now. ,1-RAPPORT,0,4-LOGIC
I just work on the college team,1-RAPPORT,0,4-LOGIC
"Thank you so much for your donation, it really might not seem like much.",1-RAPPORT,0,4-LOGIC
Have you ever heard of the charity Save the Children?,1-RAPPORT,0,4-LOGIC
Some of these poor children do not have parents or their parents cannot afford food.,3-EMOTION,0,4-LOGIC
They cannot provide for themselves and often are put in situations because of other people.,3-EMOTION,0,4-LOGIC
I hope your situation improves.,1-RAPPORT,0,4-LOGIC
"Maybe just this once, would you be willing to donate 10 cents of your hit?",2-NEGOTIATE,0,4-LOGIC
What type of charities do you donate to? ,1-RAPPORT,0,4-LOGIC
Those are the 3 I would be willing to donate to.,1-RAPPORT,0,4-LOGIC
That's great and very worthy causes.,1-RAPPORT,0,4-LOGIC
I know it is not easy to donate when you have no extra money.,1-RAPPORT,0,4-LOGIC
I also donate to food pantries and have passed out many sandwiches and drinks to the homeless.,1-RAPPORT,0,4-LOGIC
"I even made a sleeping bag out of grocery sacks, it was waterproof so the guy gave it to could sleep off of the wet ground.",1-RAPPORT,0,4-LOGIC
Are you sure you would not be willing to just give 10 cents for a child?,2-NEGOTIATE,0,4-LOGIC
I hope your financial situation improves greatly.,1-RAPPORT,0,4-LOGIC
Hope you have a good night,1-RAPPORT,0,4-LOGIC
I hope you do too.,1-RAPPORT,0,4-LOGIC
Be blessed.,1-RAPPORT,0,4-LOGIC
"of course i am, do you know save the children charity?",1-RAPPORT,0,4-LOGIC
 are you interested in helpin childrens?,1-RAPPORT,0,4-LOGIC
"several years now, different organizations.",1-RAPPORT,0,4-LOGIC
 do you like to donate?,1-RAPPORT,0,4-LOGIC
"no of course, what you need to know?",1-RAPPORT,0,4-LOGIC
So there's a great charity called Save the Children. ,1-RAPPORT,0,4-LOGIC
HAve you heard of it?,1-RAPPORT,0,4-LOGIC
I feel heartbroken for some of these kids.,1-RAPPORT,0,4-LOGIC
I have donated before to the charity,1-RAPPORT,0,4-LOGIC
"I remember when I donated, the foundation sent me an update about how one of the patients was doing.",3-EMOTION,0,4-LOGIC
Okay great.,1-RAPPORT,0,4-LOGIC
That sounds perfect.,1-RAPPORT,0,4-LOGIC
How much would you like to donate now?,2-NEGOTIATE,0,4-LOGIC
Your time is valuable.,1-RAPPORT,0,4-LOGIC
Perfect!,1-RAPPORT,0,4-LOGIC
That sounds great.,1-RAPPORT,0,4-LOGIC
 I appreciate you taking the time to look over the website. ,1-RAPPORT,0,4-LOGIC
I think it is important to teach our kids from a young age that giving back to others in need is very gratifying and important.,1-RAPPORT,0,4-LOGIC
Okay sounds good. ,1-RAPPORT,0,4-LOGIC
Have you by chance ever heard of an organization called Save the Children?,1-RAPPORT,0,4-LOGIC
Perfect!,1-RAPPORT,0,4-LOGIC
That's so comforting to hear!,1-RAPPORT,0,4-LOGIC
Not many people are aware of the organization!,1-RAPPORT,0,4-LOGIC
They have many ways that we can help continue their mission.,1-RAPPORT,0,4-LOGIC
Are you familiar with any of those programs as well?,1-RAPPORT,0,4-LOGIC
"Yes, the feeding program is probably the most common and also one of the most successful.",1-RAPPORT,0,4-LOGIC
However they do have other programs as well that helps keep them moving. ,1-RAPPORT,0,4-LOGIC
"You can become a monthly donor, sponsor a child, shop the gift catalog from their website, or there's the Make a one-time gift program, which is what I'm here for!",1-RAPPORT,0,4-LOGIC
 That's how they're funded!,1-RAPPORT,0,4-LOGIC
"If a few bucks was the difference between getting child(ren) out of a hostile living environment and into one more stable, wouldn't that mean something to you?",3-EMOTION,0,4-LOGIC
That's great to hear and you have the perfect opportunity right now.,1-RAPPORT,0,4-LOGIC
You could give the $2 from chatting with me about this cause and donate again - by any one of those means that I mentioned above in any amount that you are satisfied with.,2-NEGOTIATE,0,4-LOGIC
So my task is to convince you donate. ,1-RAPPORT,0,4-LOGIC
Even once cent is fine.,2-NEGOTIATE,0,4-LOGIC
Are you seriously going to? ,1-RAPPORT,0,4-LOGIC
The charity is for Save the Children. ,1-RAPPORT,0,4-LOGIC
Whether you donate is up to you.,1-RAPPORT,0,4-LOGIC
How long have you been doing mTurk by the way?,1-RAPPORT,0,4-LOGIC
And why is it that you think that it isn't easy money?,1-RAPPORT,0,4-LOGIC
Other people not being smart? ,1-RAPPORT,0,4-LOGIC
Do you do a lot of interaction HITs?,1-RAPPORT,0,4-LOGIC
I mainly do surveys.,1-RAPPORT,0,4-LOGIC
what you think about that?,1-RAPPORT,0,4-LOGIC
do you like to give money today in a charity?,2-NEGOTIATE,0,4-LOGIC
our charity is named save the children.,1-RAPPORT,0,4-LOGIC
do you want more information ?,1-RAPPORT,0,4-LOGIC
does that sound cool?,1-RAPPORT,0,4-LOGIC
"that sounds great, thank you",1-RAPPORT,0,4-LOGIC
Do you ever donate to worthy causes?,1-RAPPORT,0,4-LOGIC
"I want to tell you today about one of my favorite charities, Save the Children",1-RAPPORT,0,4-LOGIC
That's great.,1-RAPPORT,0,4-LOGIC
Yes they work both in the US and abroad,1-RAPPORT,0,4-LOGIC
Great me too. ,1-RAPPORT,0,4-LOGIC
It's amazing to me that this organization reaches 120 countries around the world.,1-RAPPORT,0,4-LOGIC
Did you know that they recently went to Hawaii to help kids after the hurricane landed?,1-RAPPORT,0,4-LOGIC
"Yes, that's great.",1-RAPPORT,0,4-LOGIC
Great.,1-RAPPORT,0,4-LOGIC
"Now that our chat is over, I need to ask, ""How much do you like to donate to the charity now?",2-NEGOTIATE,0,4-LOGIC
you know about save the children charity?,1-RAPPORT,0,4-LOGIC
No.,1-RAPPORT,0,4-LOGIC
I will plan to donate,1-RAPPORT,0,4-LOGIC
you gathered information about children's charity,1-RAPPORT,0,4-LOGIC
Oh we will collect that information.,1-RAPPORT,0,4-LOGIC
than we donate to charity,1-RAPPORT,0,4-LOGIC
 yes ever to donate,1-RAPPORT,0,4-LOGIC
Have you donated to any charities recently?,1-RAPPORT,0,4-LOGIC
I hear you.,1-RAPPORT,0,4-LOGIC
 I don't have much money to spend either but I am willing to help out a little.,1-RAPPORT,0,4-LOGIC
Would you be willing to donate some of the money you earn from this task to a charity?,2-NEGOTIATE,0,4-LOGIC
Yes I am a big fan of the Save the Children charity.,1-RAPPORT,0,4-LOGIC
Where help is needed most is decided by experts in the field. ,1-RAPPORT,0,4-LOGIC
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",3-EMOTION,0,4-LOGIC
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",3-EMOTION,0,4-LOGIC
Yes I have donated in the past and will be donating some of the earnings from this task today. ,1-RAPPORT,0,4-LOGIC
That is what I like to hear.,1-RAPPORT,0,4-LOGIC
The total donation amount for each of us would be $2.00. ,2-NEGOTIATE,0,4-LOGIC
Would you like to confirm that account now?,2-NEGOTIATE,0,4-LOGIC
 If more people in this world was like you it would be a much better place!,1-RAPPORT,0,4-LOGIC
Yes I believe in very similar ideas.,1-RAPPORT,0,4-LOGIC
I hope you do as well.,1-RAPPORT,0,4-LOGIC
I must say it was a pleasure being in your company,1-RAPPORT,0,4-LOGIC
"im not doing too bad, have you heard of the charity save the children?",1-RAPPORT,0,4-LOGIC
you can go to  URL or just type save the children ina search engine,1-RAPPORT,0,4-LOGIC
"born, bred, and an air force veteran here in the US",1-RAPPORT,0,4-LOGIC
"well thank you for being a foster parent, a very noble thing.",1-RAPPORT,0,4-LOGIC
Would you like to donate to a Charity called Save the Children?,2-NEGOTIATE,0,4-LOGIC
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",3-EMOTION,0,4-LOGIC
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",3-EMOTION,0,4-LOGIC
" I am not asking for an organ donation, but more of a financial one.",1-RAPPORT,0,4-LOGIC
Do you have children yourself?,1-RAPPORT,0,4-LOGIC
Does this cause have a very personal meaning to you?,1-RAPPORT,0,4-LOGIC
"What would you say to someone who does not have children, if you were trying to get them to help the cause?",1-RAPPORT,0,4-LOGIC
"Yes, Well I thank you again for your donation and I wish you a very happy rest of your day!",1-RAPPORT,0,4-LOGIC
"Pretty good, just working on Turking and grinding the HITs out heh.",1-RAPPORT,0,4-LOGIC
Yea it's tough to catch the good ones people are running scripts and catching em all almost as they are posted,1-RAPPORT,0,4-LOGIC
"Yea I don't like it either, makes it tougher for the rest of us that are just using a basic browser without the bells and whistles",1-RAPPORT,0,4-LOGIC
"I've been at it about two years now, I mainly turk in the evening or when I'm home with my young kid.",1-RAPPORT,0,4-LOGIC
Gives me something to do to pass the time.,1-RAPPORT,0,4-LOGIC
Do you donate at all?,1-RAPPORT,0,4-LOGIC
"I try to the best I can, but i focus on charities I feel strongly about, such as save the children",1-RAPPORT,0,4-LOGIC
that is an excellent way to donate.,1-RAPPORT,0,4-LOGIC
Will yoube willing to donate any cents today?,2-NEGOTIATE,0,4-LOGIC
that is very generous.,1-RAPPORT,0,4-LOGIC
most people don't donate any,1-RAPPORT,0,4-LOGIC
"if everyone in the US gave 5 cents, that would raise over 16 million dollars.",2-NEGOTIATE,0,4-LOGIC
 I am sorry!,1-RAPPORT,0,4-LOGIC
My HIT just notified me of a successful match.,1-RAPPORT,0,4-LOGIC
Responses will be quicker from here on out.,1-RAPPORT,0,4-LOGIC
:) Do you donate to charities currently?,1-RAPPORT,0,4-LOGIC
Have you heard of this organization prior to this conversation?,1-RAPPORT,0,4-LOGIC
Wonderful!,1-RAPPORT,0,4-LOGIC
It's one of my favorite parts about Save the Children.,1-RAPPORT,0,4-LOGIC
Kind of goes without saying I suppose :),1-RAPPORT,0,4-LOGIC
Is there a reason you don't currently donate to this charity?,1-RAPPORT,0,4-LOGIC
That's very awesome of you and I am sorry to hear of your recent loss of income.,1-RAPPORT,0,4-LOGIC
 I understand needing MTurk for supplemental income as our family is single income right now and sometimes its rough living paycheck to paycheck!,1-RAPPORT,0,4-LOGIC
The payment for this HIT is 30 cents (at least on my end) and I don't think we can exceed that amount.,1-RAPPORT,0,4-LOGIC
I will DEFINITELY match you if you are willing to donate the 30 cents from your payment :),2-NEGOTIATE,0,4-LOGIC
Thank you for your donation and I wish you the best of luck with your grandchildren and here on MTurk :),1-RAPPORT,0,4-LOGIC
You as well :),1-RAPPORT,0,4-LOGIC
"I am in Illinois, where are you?",1-RAPPORT,0,4-LOGIC
 Do you know about the children's charity?,1-RAPPORT,0,4-LOGIC
 Do you donate any children's charity?,1-RAPPORT,0,4-LOGIC
How much do you donate charity?,1-RAPPORT,0,4-LOGIC
This is so good.,1-RAPPORT,0,4-LOGIC
Yes.,1-RAPPORT,0,4-LOGIC
I donate children charity.,1-RAPPORT,0,4-LOGIC
I was donate $50.,1-RAPPORT,0,4-LOGIC
"Bangladesh, Bhutan, China, Fiji , India, Indonesia , Japan, Myanmar, Nepal, Philippines, Thailand, Vanuatu, Vietnam",1-RAPPORT,0,4-LOGIC
"no, there is no minimum.",1-RAPPORT,0,4-LOGIC
"For more than 30 years, Save the Children has been on the ground in Asia helping children ¡ª every day, and in times of crisis.",3-EMOTION,0,4-LOGIC
"In 2016, we helped nearly 17.5 million children in need.",3-EMOTION,0,4-LOGIC
wonderful! ,1-RAPPORT,0,4-LOGIC
I am so happy to hear that.,1-RAPPORT,0,4-LOGIC
how much are you wanting to donate?,2-NEGOTIATE,0,4-LOGIC
I am offering a donation that comes out of your task payment.,1-RAPPORT,0,4-LOGIC
"However, you can donate the remaining amount that you want on their website at  URL",1-RAPPORT,0,4-LOGIC
what you think about save the children donation ?,1-RAPPORT,0,4-LOGIC
 you dont think anything bad is happening with this donation?,1-RAPPORT,0,4-LOGIC
did they ever did a big mistake that was all over the news?,1-RAPPORT,0,4-LOGIC
did they collect a lot of money for the children's? ,1-RAPPORT,0,4-LOGIC
"i always thought that the money goes for other things and not the children , but i am spectral about this.",1-RAPPORT,0,4-LOGIC
Yes they are affiliated with religion but all proceeds are put towards saving the children they do profit are use any funds for personal gain or spread of religion.,1-RAPPORT,0,4-LOGIC
Save the Children is.,1-RAPPORT,0,4-LOGIC
You Know small donations can help a lot of children and their families,3-EMOTION,0,4-LOGIC
Not many kids get a real shot and they all deserve one If I had a chance to change a childs life foe the better and didn't I would not be able to live with myself.,3-EMOTION,0,4-LOGIC
I did't I just gave what I thougt cas right and took the blow .,1-RAPPORT,0,4-LOGIC
 I gave what was given to me .,1-RAPPORT,0,4-LOGIC
"Bruce was born to a single mother who was only 14 at the time he came into this world , the girls mother and father were ashamed of her pregnancy and kicked out of the house. ",3-EMOTION,0,4-LOGIC
Bruce was born and taken from the girl because she was to young to raise him and her was adobted out to a poor family that did their best to provide for him .,3-EMOTION,0,4-LOGIC
The founder of save the children heard about the family and learned of Bruces story .,3-EMOTION,0,4-LOGIC
He came to meet Bruce .,3-EMOTION,0,4-LOGIC
The owner got involved in Bruces life and sav the children went to work and provide food and cloths and school needs for Bruce . ,3-EMOTION,0,4-LOGIC
Bruce went own to join the save the children foundation after he completed college and is helping save children today.,3-EMOTION,0,4-LOGIC
Now I would Like to ask you to donate what you about to receive and and give to other in need.,2-NEGOTIATE,0,4-LOGIC
This site Helps many child,1-RAPPORT,0,4-LOGIC
Save the Children,1-RAPPORT,0,4-LOGIC
This charity is from Fairfield Town in Connecticut,1-RAPPORT,0,4-LOGIC
"Sponsoring a child gives the chance to grow up healthy, educated and safe _ forever changing the course of their life and future.",3-EMOTION,0,4-LOGIC
"You can select a child according to your choice by age, gender ",1-RAPPORT,0,4-LOGIC
Have you heard of the Save the children foundation?,1-RAPPORT,0,4-LOGIC
Every organization has it's own impact.,1-RAPPORT,0,4-LOGIC
You can view more stats here  URL s/about-us/resource-library/annual-report,1-RAPPORT,0,4-LOGIC
