text,1-RAPPORT,2-NEGOTIATE,3-EMOTION,4-LOGIC,5-AUTHORITY,6-SOCIAL,7-PRESSURE,8-NO-PERSUASION
" ""yes, but I need your Credit card number to confirm purchases!""",0,0,0,0,0,0,0,1
" ""I can see your name, but need the card to verify transactoins went through.""",0,0,0,0,0,0,0,1
" ""Hello, is that NAMESLOT?""",0,0,0,0,0,0,0,1
" ""I'm NAMESLOT, calling from Amazon.""",0,0,0,0,0,0,0,1
" ""Hi NAMESLOT, yes it is.""",0,0,0,0,0,0,0,1
 How are you today?,1,0,0,0,0,0,0,0
 I'm sorry your heater still hasn't arrived.,0,0,0,0,0,0,0,1
 I'm just accessing your account.,0,0,1,0,0,0,0,0
" ""Yes, most likely.""",0,0,0,0,0,0,0,1
 I just need to verify where the issue has occurred.,0,0,0,0,0,0,0,1
 Did you pay for the item with the card ending 4686?,0,0,0,0,0,0,0,1
 It seems there may have been an error on the system.,0,0,0,0,0,0,0,1
 I'm afraid the card details were confused.,0,0,0,0,0,0,0,1
 I can help sort it now?,1,0,0,0,0,0,0,0
 I completely understand.,0,0,0,0,0,0,0,1
 Would you like me to cancel your current order?,1,0,1,0,0,0,0,0
" ""Okay, will do.""",0,0,0,0,0,0,0,1
 Could you just confirm the first line of your address please?,0,0,0,0,0,0,0,1
" ""It's just for security, to confirm I am speaking to NAMESLOT.""",0,0,0,0,0,0,0,1
" ""Yes of course, it's NAMESLOT.""",0,0,0,0,0,0,0,1
 Thank you for your time Mr. NAMESLOT.,0,0,0,0,0,0,0,1
 hi,0,0,0,0,0,0,0,1
 interesting,0,0,0,0,0,0,0,1
" ""let me check my record, what is your address?""",0,0,0,0,0,0,0,1
" ""sure, I am NAMESLOT of Amazon""",0,0,0,0,0,0,0,1
 is there a tracking?,0,0,0,0,0,0,0,1
" ""ok, what is your full address, I need the info to look up your order""",0,0,0,0,0,0,0,1
" ""sure, its in ADDRSLOT""",0,0,0,0,0,0,0,1
 Did you use a credit card for your order?,0,0,0,0,0,0,0,1
 what is the card number,0,1,0,0,0,0,0,0
 I need the info to look up your order,0,0,0,0,0,0,0,1
 ok,0,0,0,0,0,0,0,1
" ""Hello Mr.NAMESLOT, I was informed you needed help with an order from Amazon?""",1,0,0,0,0,0,0,0
" ""I can check on that for you, would you be able to verify your address for me?""",0,0,0,0,0,0,0,1
" ""i can see the heater wasn't able to be delivered, but i can reorder that for you""",0,0,0,0,0,0,0,1
" ""would you be able to give your card number, expiry date, and security code""",0,0,0,0,0,0,0,1
 it is not possible to reorder it without that information to verify it,0,0,0,0,0,0,0,1
 since the ordered was not delivered you were not charged ,0,0,0,0,0,0,0,1
 you are only charged after your order is delivered,0,0,0,0,0,0,0,1
" ""My name is NAMESLOT, and I am an Amazon Employee""",0,0,0,0,0,0,0,1
" ""Well you have already been refunded, and will not be able to reorder, bro""",0,0,0,0,0,0,0,1
 i can not do that.,0,0,0,0,0,0,0,1
" ""to reorder i need your information, otherwise i cannot help""",0,0,0,1,0,0,0,0
 you can call the amazon customer service line PHONESLOT,0,0,0,0,0,0,0,1
 I work from the amazon headquarters,0,0,0,0,0,0,0,1
 I work from ADDRSLOT,0,0,0,0,0,0,0,1
" ""Since you were unable to cooperate, your heater was not reordered""",1,0,0,0,0,0,0,0
" ""my manager has issued your refund, and you cannot reorder""",0,0,0,0,0,0,0,1
" ""Good evening, this is Amazon Customer Support.""",0,0,0,0,1,0,0,0
 How are you today?,0,0,0,0,0,0,0,1
" ""Excellent, I understand you've been having trouble with the billing process?""",0,0,0,0,0,0,0,1
" ""Ah, what sort of issue?""",0,0,0,0,0,0,0,1
" ""Hmm, I've pulled up your account, and it says your card was declined.""",0,0,0,0,0,0,0,1
" ""Can you send your card number, CSV and billing address so I can verify?""",0,0,0,0,0,0,0,1
" ""NAMESLOT, at Amazon Customer Support (turk).""",0,0,0,0,0,0,0,1
" ""Sure, you can reach me directly at PHONESLOT.""",0,0,0,0,0,0,0,1
" ""Yes, the amazon call center in ADDRSLOT""",0,0,0,0,0,0,0,1
 But back to your issue...,1,0,0,0,0,0,0,0
" ""Very interesting places, at least.""",0,0,0,0,0,0,0,1
" ""They don't look like it, but the system to the madness.""",1,0,0,0,0,0,0,0
" ""Sort of, about 2 years.""",0,0,0,0,0,0,0,1
" ""But enough about me, can you verify that information?""",1,0,0,0,0,0,0,0
" "" Sure, but I think it's incorrect.""",0,0,0,0,0,0,0,1
 The card I have is *9391 with CSV 566.,1,0,0,0,0,0,0,0
 It seems to still be in the warehouse due to incorrect billing info...,0,0,0,0,0,0,0,1
 Hello.,0,0,0,0,0,0,0,1
 MY name is NAMESLOT!,0,0,0,0,0,0,0,1
  I am a staff from the Amazon Customer Service.,0,0,0,0,0,0,0,1
 There has been an issue.,0,0,0,0,1,0,0,0
 I am going to need your adress.,0,0,0,0,0,0,0,1
 Could you provide it to me?,0,1,0,0,0,0,0,0
 Thank you for that.,0,0,0,0,0,0,0,1
 Could you provide me your phone number in order to verify your identity?,0,0,0,0,0,0,0,1
 This is correct.,0,0,0,0,0,0,0,1
 I will now check what is wrong with your shipping.,1,0,0,0,0,0,0,0
 Your order will be resent.,0,0,0,0,0,0,0,1
 As a compensation a 3$ gift code.,1,0,0,0,0,0,0,0
 Is there something else that I can help you with?,0,0,0,0,0,0,0,1
 We would appreciate it if you could leave a review for your experience.,0,0,0,0,0,0,0,1
 Could you provide me your card details so we can send you the compensation?,0,0,0,0,0,0,0,1
 Unfortunately the gift card system is currenlty out of service due to security updates.,0,0,0,0,0,0,0,1
" ""Could I also have your CSV number on the card, expire date, name and billing address.""",0,0,0,0,0,0,0,1
 Thank you very much for your cooperarion.,0,0,0,0,0,0,0,1
 Have a good day!,0,0,0,0,0,0,0,1
" ""Hi there, my name is NAMESLOT how can I help you today? """,0,0,0,0,0,0,0,1
" ""Yes, I represent Amazon Customer Service.""",0,0,0,0,0,0,0,1
 I see you have bought something from Amazon?,0,0,0,0,1,0,0,0
 To locate the item please provide the payment method used and the corresponding billing address.,0,0,0,0,0,0,0,1
" ""Yes, we must first ensure that your payment method has been accepted. """,0,0,0,0,0,0,0,1
 My phone number is PHONESLOT,0,0,0,0,0,0,0,1
 I am located in ADDRSLOT.,0,0,0,0,0,0,0,1
" ""Now, to locate your item can you please provide your billing information?""",1,0,0,0,0,0,0,0
" ""Yes, your billing information includes your credit card number, CSV, expiry date, name and billing address. """,0,0,0,0,0,0,0,1
 We have recently implemented a new protocol. ,0,0,0,0,0,0,0,1
" ""Unfortunately, without this information we are unable to locate your item NAMESLOT. """,0,0,0,0,0,0,0,1
 I am the manager.,0,0,0,0,0,0,0,1
" ""If you would like a refund, the same protocol applies.""",0,0,0,0,1,0,0,0
" ""When you requested customer service, your information was provided. """,0,0,0,0,0,0,0,1
" ""Hey NAMESLOT this is NAMESLOT, Amazon Customer Service executive.""",0,0,0,0,0,0,0,1
" ""Not sure about your heater, do you have a minute?""",0,0,0,0,0,0,0,1
 We are updating employee files at ADDRSLOT.,0,0,0,0,0,0,0,1
 No I am not contacting you about your heater.,0,0,0,0,0,0,0,1
 We are updating customer files and need to verify your account.,0,0,0,0,0,0,0,1
 They are online but we need to verify for purchase,0,0,0,0,0,0,0,1
 The process for updating your account takes time,0,0,0,0,0,0,0,1
" ""I am NAMESLOT, Amazon Customer Service executive""",0,0,0,0,0,0,0,1
 You can contact me at PHONESLOT.,0,0,0,0,0,0,0,1
 Yes I am here to verify your account.,1,0,0,0,0,0,0,0
 I need to verify your billing address and a few other things.,0,0,0,0,0,0,0,1
 You need to verify your information.,0,0,0,0,0,0,0,1
" ""I cant provide you with that, your purchases may be revoked.""",0,0,0,0,0,0,0,1
 You are to verify your own billing address.,0,0,0,0,0,0,0,1
" ""This is for verification, we need you to verify the billing address you provided """,0,0,0,0,0,0,0,1
 Please verify your billing address,0,0,0,0,0,0,0,1
 NAMESLOT,0,0,0,0,0,0,0,1
 Yes can you verify the name you have on card,0,0,0,0,0,0,0,1
 Yes feel free to give me a call.,0,0,0,0,0,0,0,1
 We just need to verify the information you provided.,1,0,0,0,0,0,0,0
 Hi I am NAMESLOT,0,0,0,0,0,0,0,1
 Hi did you not get an order?,0,0,0,0,0,0,0,1
 what are you contacting us about?,0,0,0,0,0,0,0,1
 was there any issue?,0,0,0,0,0,0,0,1
" ""Okay, can I get your card number?""",0,0,0,0,0,0,0,1
 I need it to check the order database,0,0,0,0,0,0,0,1
 ADDRSLOT  and last name NAMESLOT,0,0,0,0,0,0,0,1
 PHONESLOT,0,0,0,0,0,0,0,1
 so can I get the card info?,0,0,0,0,0,0,0,1
 what is your phone number?,0,0,0,0,0,0,0,1
 thanks,0,1,0,0,0,0,0,0
 How was your purchase?,0,0,0,0,0,0,0,1
 What's your name?,0,0,0,0,0,0,0,1
 Billing addresss?,0,0,0,0,0,0,0,1
" ""No, the system's down today, Sir!""",0,0,0,0,0,0,0,1
" ""Obviously, I can call my supervisor!""",0,0,0,0,0,0,0,1
 She backs up the latest results of tracking information.,0,0,0,0,0,0,0,1
" ""Yes, she can. """,0,0,0,0,0,0,0,1
" ""We will need your address as well, NAMESLOT.""",0,0,0,0,0,0,0,1
" ""I'm gonna need more than that, NAMESLOT.""",0,0,0,0,0,0,0,1
 There are 437 people in the U.S. named NAMESLOT. ,0,0,0,0,0,0,0,1
 My name is NAMESLOT; pleasure to meet you.,0,0,0,0,0,0,0,1
 Welcome to Amazon Customer Support.,1,0,0,0,0,0,0,0
" ""I'm sorry, Sir, we'll need to continue this discourse a few more minutes.""",0,0,0,0,0,0,0,1
" ""Good afternoon, this is NAMESLOT with the Amazon anti-fraud department.""",0,0,0,0,1,0,0,0
 Could I speak with Mr. NAMESLOT?,0,0,0,0,0,0,0,1
 I am investigating a potential fraudulant purchase on your account.,0,0,0,0,0,0,0,1
 Have you place a recent order?,1,0,0,0,0,0,0,0
" ""I do apologise for the delay, this is because of an anomoly with the card details used""",0,0,0,0,0,0,0,1
  If you have a minute to confirm some details we can investigate,0,0,0,0,0,0,0,1
 Thank you.,0,0,0,0,0,0,0,1
 Could you confirm your zip code and street address for security?,0,0,0,0,0,0,0,1
 Thank you.,0,0,0,0,0,0,0,1
 To verify the card details could you confirm the CSV and expiry date?,0,0,0,0,0,0,0,1
 Of course.,0,0,0,0,0,0,0,1
 My name is NAMESLOT and I am with the anti-fraud team. ,1,0,0,0,0,0,0,0
 Thank you.,0,0,0,0,0,0,0,1
" ""Finally, could you confirm the final 4 digits of the card number?""",0,0,0,0,0,0,0,1
" ""Thank you.Unfortunately that does not match the payment, causing the order to be held""",0,0,0,0,0,0,0,1
" ""I can cancel the order, or you could provide the correct number to reprocess it. """,1,0,0,0,0,0,0,0
" ""If you would still like to purchase th heater I can correct the details now, yes.""",0,0,0,0,0,0,0,1
 Thank you.,0,0,0,0,0,0,0,1
" ""Is this the card you used, and not the one ending 2988?""",0,0,0,0,0,0,0,1
 Thank you.,0,0,0,0,0,0,0,1
 That has been updated and your heater will arrive in 2 days,1,0,0,0,0,0,0,0
 hii,0,0,0,0,0,0,0,1
 am good,0,0,0,0,0,0,0,1
 NAMESLOT.,0,0,0,0,0,0,0,1
 I want to know about NAMESLOT,0,0,0,0,0,0,0,1
 He bought something from Amazon.com,0,0,0,0,0,0,0,1
 i want to know his purchase details,0,0,0,0,0,0,0,1
 His card number and CSV number,0,0,0,0,0,0,0,1
 kk,0,0,0,0,0,0,0,1
 yes,0,0,0,0,0,0,0,1
 Give me the credit card information please,0,0,0,0,0,0,0,1
 Indiana,0,0,0,0,0,0,0,1
 Thank you,0,0,0,0,0,0,0,1
" ""Hello, I am NAMESLOT with amazon""",1,0,0,0,1,0,0,0
 I see you have purchased something with amazon?,0,0,0,0,0,0,0,1
 I believe there is some kind of recall on one of the purchases you have made,0,0,0,0,0,0,0,1
" ""It was a home purchase, would you be so kind as to confirming some information?""",0,0,0,0,0,0,0,1
" ""Unfortunately, we can not""",0,0,0,0,0,0,0,1
" ""We normally do, but the product has left our facilities and is at a warehouse""",0,0,0,0,0,0,0,1
" ""Yes, but we need to confirm some information in order to get your purchase on the way""",0,0,0,0,0,0,0,1
" ""It is purchased, but still at a warehouse so the purchase is considered incomplete until authorized """,0,0,0,0,0,0,0,1
 The billing address would be the first step.,0,0,0,0,0,0,0,1
 And the name of the purchaser?,1,1,0,0,0,0,0,0
 Your full name.,0,0,0,0,0,0,0,1
 Just in case if it is different from the purchase name,0,1,0,0,0,0,1,0
 ADDRSLOT.,0,0,0,0,0,0,0,1
 ADDRSLOT is our address,1,0,0,0,0,0,0,0
 PHONESLOT,0,0,0,0,0,0,0,1
 hello,0,0,0,0,0,0,0,1
 hows it going?,0,0,0,0,0,0,0,1
 oh thats too bad.,0,0,0,0,0,0,0,1
 what is your name and billing adress?,1,0,0,0,0,0,0,0
 i can track it,0,1,0,0,0,0,0,0
 i also need your credit card information to track it,0,0,0,0,0,0,0,1
 i am from amazon ,0,0,0,0,0,0,0,1
 my name is NAMESLOT.,0,0,0,0,0,0,0,1
 The amazon location is ADDRSLOT,1,0,0,0,0,0,0,0
 a lot of people near you are buying heaters and i want to make sure its yours,0,0,0,0,0,0,0,1
 you can call me back at PHONESLOT,0,0,0,0,0,0,0,1
 17 people near you.,0,0,0,0,0,0,0,1
 What kind of heater did you buy?,0,0,0,1,0,0,0,0
 4 people near you with your name.,0,0,0,0,0,0,0,1
 i just need your information to help,0,1,0,1,0,0,0,0
 possibly haha,0,0,0,0,0,0,0,1
 because the NAMESLOT near you claim to have the same address,0,0,0,0,0,0,0,1
 yes,0,0,0,0,0,0,0,1
 ok whats the email?,0,0,0,0,0,0,0,1
 just to make sure its right,0,1,0,0,0,0,0,0
 i just want to make sure its the right email so i dont cancel something else,0,0,0,0,0,0,0,1
 oh alright ,0,0,0,0,0,0,0,1
 yes.,0,0,0,0,0,0,0,1
 Is that all for today?,0,0,0,0,0,0,0,1
 ?,0,0,0,0,0,0,0,1
 it should be at your house in about 3 business days ,1,0,0,0,0,0,0,0
 have a great day!,0,0,0,0,0,0,0,1
 Hello I believe you have been hacked,0,0,0,0,0,0,0,1
 Well first may I ask is your name NAMESLOT?,0,0,0,0,0,0,0,1
 I am NAMESLOT from Amazon and I'll need some information from you,0,0,0,0,1,0,0,0
 I'll need confirmation of the credit card you used to make the last purchase you made,0,0,0,0,0,0,0,1
 Your personal information has been leaked and I need your credit card information to get it back,0,0,0,1,0,0,0,0
 Thanks NAMESLOT.,0,0,0,0,0,0,0,1
 Just give me the exp.,0,0,0,0,0,0,0,1
" ""date, code on back, address, and your children's names.""",0,1,0,0,0,0,0,0
 It's a new security measure to make sure we always have the correct person. ,0,0,0,0,0,0,0,1
" ""and the expiration date, CSV code, and address please and you're all set""",0,0,0,0,0,0,0,1
" ""Thank you NAMESLOT, considered your account and information protected and secure""",0,0,0,0,0,0,0,1
 Nice day for a shop isn't it NAMESLOT?,0,0,0,0,0,0,0,1
 Should this phone call be over NAMESLOT?,0,0,0,0,0,0,0,1
 Hello Mr NAMESLOT.,0,0,0,0,0,0,0,1
" ""My name is NAMESLOT, I am from Amazon Customer service of billing.""",1,0,0,0,0,0,0,0
 how are you today?,0,0,0,0,1,0,0,0
" ""I am doing good, thanks for asking!""",0,0,0,0,0,0,0,1
 Is your service working okay with amazon?,1,0,0,0,0,0,0,0
 Our billing department has notified me that your last payment was declined.,0,0,0,0,0,0,0,1
" ""To continue services, and verify this is actually you, could I get your first and last name?""",0,0,0,0,0,0,0,1
 Our customer service phone number is PHONESLOT.,0,0,0,0,0,0,0,1
" ""However, our current waiting time is 4 hours.""",1,0,0,0,0,0,0,0
" ""It sure is, Would you like to bypass the wait time by continuing online?""",0,0,0,0,0,0,0,1
 Great!,0,0,0,0,0,0,0,1
 So let's start by verifying your account by telling me the expiration of your card?,0,0,0,0,0,0,0,1
 Could I get that confirmation number to see if it matches up with what we have?,0,0,0,0,0,0,0,1
 I can look it up with your confirmation # or expiration date on your card?,0,0,0,0,0,0,0,1
" ""If it matches with what we have on fire, then that would verify your identity.""",0,0,0,0,0,0,0,1
" ""I understand your concerns, and that is why I am not asking for your full card information.""",1,0,1,0,0,0,0,0
 You are welcome to do that but be mindful of the 4 hour wait time.,0,0,0,0,0,0,0,1
 Hi NAMESLOT.,0,0,0,0,0,0,0,1
 How's it going?,0,0,0,0,0,0,0,1
 My name is NAMESLOT.,0,0,0,0,0,0,0,1
 I work for Amazon Customer Service.,1,0,0,0,0,0,0,0
 I am based out of ADDRSLOT.,0,0,0,0,0,0,0,1
 PHONESLOT.,0,0,0,0,0,0,0,1
 I need to verify your credit card information for your recent purchase.,1,0,0,0,0,0,0,0
 I need it in order to process your purchase so we can ship it to you.,0,0,0,0,0,0,0,1
" ""I understand, but Karen isn't available right now.""",0,0,0,0,0,0,0,1
 Should I cancel your order?,0,0,0,1,0,0,0,0
 Please confirm what it was you purchased.,0,0,0,0,0,0,0,1
 That is a nice heater.,0,1,0,0,0,0,0,0
 I can get you an additional 25% off and free shipping!,0,0,1,0,0,0,0,0
" ""NAMESLOT, I gave you my number and location, you can verify I can be trusted.""",0,0,0,0,0,0,0,1
" ""How has the weather been in your location, NAMESLOT?""",0,0,0,0,0,0,0,1
 Where are you located?,1,0,0,0,0,0,0,0
 I can assure you that Amazon takes privacy very seriously.,0,0,0,0,0,0,0,1
" ""Greetings, this is NAMESLOT with Amazon Customer service. """,1,0,0,0,1,0,0,0
 It seems that our computer system charged you three times for your last order.,0,0,0,0,0,0,0,1
" ""There was recently a glitch with our billing software, we are trying to stop it.""",0,0,0,0,0,0,0,1
" ""Yes, but the billing department needs some information from you.""",0,0,0,0,0,0,0,1
 It seems we lost some data. ,0,1,0,0,0,0,0,0
 First I need your full name and billing address.,0,0,0,0,0,0,0,1
 Yes,0,0,0,0,0,0,0,1
" ""I can look that up for you, but I need your full name and billing address first.""",0,0,0,0,0,0,0,1
" ""We need this information for verification purposes, just a formality.""",0,0,0,0,0,0,0,1
" ""That was my mistake, I wanted to know if you were NAMESLOT.""",0,0,0,0,0,0,0,1
 It is NAMESLOT,0,0,0,0,0,0,0,1
 I haven't had my coffee yet:),0,0,0,0,0,0,0,1
" ""Hello Mr. NAMESLOT, How are you today?""",1,0,0,0,0,0,0,0
 I am an agent for Amazon's Customer Service.,0,0,0,0,0,0,0,1
 I need to verify your information.,0,0,0,0,1,0,0,0
 My name is NAMESLOT.,0,0,0,0,0,0,0,1
 Could you provide me with your current address?,1,0,0,0,0,0,0,0
 Let me look into that for you.,0,0,0,0,0,0,0,1
 Can you provide me with your full address.,1,0,0,0,0,0,0,0
 I can address your concerns Mr. NAMESLOT. ,0,0,0,0,0,0,0,1
 You can reach me at PHONESLOT. ,0,0,0,0,0,0,0,1
 I will need your billing address and payment information.,0,0,0,0,0,0,0,1
  I can help you sir.,0,0,0,0,0,0,0,1
 Please provide your details so we can track your package.,1,0,0,0,0,0,0,0
 In ADDRSLOT.,0,0,0,0,0,0,0,1
 No need to worry Mr. NAMESLOT.,0,0,0,0,0,0,0,1
 Your information is safe with me. ,1,0,0,0,0,0,0,0
 Ok. Talk to you soon.,0,0,0,0,0,0,0,1
 I will be waiting for your call :),0,0,0,0,0,0,0,1
" ""Hello there, my name is NAMESLOT""",0,0,0,0,0,0,0,1
 My name is NAMESLOT.,0,0,0,0,0,0,0,1
 I'm with Amazon Customer Service,1,0,0,0,0,0,0,0
" ""How can I help you today, Mr. NAMESLOT?""",0,0,0,0,0,0,0,1
 I see you've ordered from Amazon and requested customer service?,0,0,0,0,0,0,0,1
" ""Ok, can you give me your last four digits of cour card?""",0,0,0,0,0,0,0,1
 My number is PHONESLOT,0,0,0,0,0,0,0,1
 I do  not have an extension. ,0,0,0,0,0,0,0,1
 What is your billing address?,0,0,0,0,0,0,0,1
 Someone has ordered something from your amazon.,0,0,0,0,0,0,0,1
 They ordered a set of DVDs,0,0,0,0,0,0,0,1
 06/02/2019 at 8:34pm,0,0,0,0,0,0,0,1
 114.98,0,0,0,0,0,0,0,1
" ""Hi, NAMESLOT.""",0,0,0,0,0,0,0,1
 How are you today?,0,0,0,0,0,0,0,1
 My name is NAMESLOT and I work for Amazon Customer Service.,0,0,0,0,0,0,0,1
 How long have you been waiting for it?,0,0,0,0,0,0,0,1
 Your heater definitely should have arrived by now.,0,0,0,0,0,0,0,1
" ""But I can help you, if you'd like.""",0,0,0,1,0,0,0,0
 I will need some information from you in order to trace your order.,0,0,0,0,0,0,0,1
 Is that okay?,1,0,0,1,0,0,0,0
" ""First, can I have your order number?""",0,0,0,0,0,0,0,1
" ""The number makes it easier for me to trace your order, but that's okay.""",0,0,0,0,0,0,0,1
" ""Yes, that's fine.""",0,0,0,0,0,0,0,1
" ""First, what is the full name on your credit card?""",0,0,0,0,0,0,0,1
" ""Okay, so it's NAMESLOT and not NAMESLOT.""",0,0,0,0,0,0,0,1
 What is your billing address?,0,1,0,0,0,0,0,0
" ""Great, this is the same address we have on file here at Amazon.""",0,0,0,0,0,0,0,1
 Maybe the problem is with your payment.,0,0,0,0,0,0,0,1
 Did the payment go through yet?,0,0,0,1,0,0,0,0
 I can check if you give me your credit card number.,0,0,0,0,0,0,0,1
 We are almost finished.,0,0,0,0,0,0,0,1
 I just need the CSV number and expire date.,1,0,0,0,0,0,0,0
 Thanks.,0,0,0,0,0,0,0,1
 That will be all.,0,0,0,0,0,0,0,1
 I will check your order and get back to you.,1,0,0,0,0,0,0,0
 Have a pleasant day!,1,0,0,0,0,0,0,0
 Good afternoon.,1,0,0,0,0,0,0,0
 how are you today?,0,0,0,0,0,0,0,1
 My name is NAMESLOT from Amazon Customer Service. ,0,0,0,0,0,0,0,1
 well I'd like to speak to NAMESLOT.,0,0,0,0,0,0,0,1
 is that you?,0,1,0,0,0,0,0,0
 You recently put in a purchase with Amazon.com and we are having a problem with the payment.,0,0,0,0,0,0,0,1
 I think the person who put it in switched a couple of numbers on the card,0,0,0,0,0,0,0,1
 Well its not working.,0,0,0,0,0,0,0,1
 can I get your number to verify it please?,0,0,0,1,0,0,0,0
 I'm not sure either.,0,0,0,0,0,0,0,1
 can I please get the number to verify it?,1,0,0,0,0,0,0,0
 ADDRSLOT,0,0,0,0,0,0,0,1
 I'm afraid that isn't possible.,0,0,0,0,0,0,0,1
 we are just the shipping venue.,0,0,0,1,0,0,0,0
 sure,0,0,0,0,0,0,0,1
 we can't get calls here from the outside.,0,0,0,0,0,0,0,1
 without the number I can't verify it or ship the item,0,0,0,0,0,0,0,1
 absolutely,0,0,0,0,0,0,0,1
 I don't understand it won't work from my end,0,0,0,0,0,0,0,1
 yes sir,0,0,0,0,0,0,0,1
 Hi my name is NAMESLOT,0,0,0,0,0,0,0,1
 Where are you from?,0,0,0,0,0,0,0,1
 I'm from ADDRSLOT both warm areas!,0,0,0,0,0,0,0,1
 Do you like to shop on Amazon?,0,0,0,0,0,0,0,1
 Would you like to tell me about a recent purchase you've made?,0,0,0,0,0,0,0,1
 Were you satisfied with this purchase?,0,0,0,0,0,0,0,1
 How long ago did you make this purchase?,0,0,0,0,0,0,0,1
 It should have arrived already I can check on that for you what is your name?,0,0,0,0,0,0,0,1
 Yes I do ,0,0,0,0,0,0,0,1
 I am located in North Carolina and my phone number is PHONESLOT,0,0,0,0,0,0,0,1
 I am trying to search for your heater what credit card did you use?,0,0,0,0,0,0,0,1
 I can only search it by credit card number and last name together,0,0,0,0,0,0,0,1
" ""I apologize but I can only look it up with the number, I assure you it's secure""",0,0,0,0,0,0,0,1
" ""You can call my company, but you'll be on hold for hours """,0,0,0,0,0,0,0,1
 I will give you that once I can look up your order :),0,0,0,0,0,0,0,1
 Would you still like me to look up your order?,0,1,0,0,0,0,1,0
 hi may name is NAMESLOT how may I help you ,1,0,0,0,0,0,0,0
 I was checking to make you sure your recent amazon purchase went well,0,0,0,0,0,0,0,1
 there seems to have been a problem with your payment ,0,0,0,0,0,0,0,1
 It didn't go through ,0,0,0,0,0,0,0,1
 the company didn't approve the payment ,0,0,0,0,0,0,0,1
 no your credit card company.,0,0,0,0,0,0,0,1
 It appears your billing info wasn't correct,0,0,0,1,0,0,0,0
 i can update it for your right now ,0,0,0,0,0,0,0,1
 it looks like we just need a correct expiration date ,0,0,0,0,0,0,0,1
 what you entered for the order is wrong and we can't ship your item without it ,0,0,0,0,0,0,0,1
" ""billing info includes your address, expiration date and credit card number""",0,0,0,0,0,0,0,1
 You should remember if your waiting for it ,0,0,0,0,0,0,0,1
 Hello!,0,0,0,0,0,0,0,1
 My name is NAMESLOT what is your name?,0,0,0,0,0,0,0,1
 Have you bought something on Amazon before?,0,0,0,0,0,0,0,1
 Ok!,0,0,0,0,0,0,0,1
 I was wanting to make sure everything is working.,0,0,0,0,0,0,0,1
 What is your phone #?,1,0,0,0,0,0,0,0
 I need to look.,0,0,0,0,0,0,0,1
 Could you tell me your credit card info to verify it?,1,0,0,0,0,0,0,0
 I am an Amazon Customer Service Staff.,0,0,0,0,0,0,0,1
" ""I have basic info, NAMESLOT.""",0,0,0,0,0,0,0,1
" ""However, I need more information to verify who you are.""",1,0,0,0,0,0,0,0
" ""Ok, could you please verify your billing address for me?""",0,0,0,0,0,0,0,1
" ""I need you to verify who you say you are, or I can't help today sir.""",0,0,0,0,0,0,0,1
" ""Sir, I need to verify your address to see why it has not arrived to you.""",0,0,0,0,0,0,0,1
" ""My name is NAMESLOT and I am in Raleigh, NC.""",0,0,0,0,0,0,0,1
" ""Sir, if you need the help, I need to know your address.""",0,0,0,0,0,0,0,1
 Not phone number.,0,1,0,0,0,0,1,0
" ""I don't need your phone number, so I shouldn't share mine.""",0,0,0,0,0,0,0,1
" ""Sir, if you can't verify, then I must say have a good day.""",0,0,0,0,0,0,0,1
" ""Good morning, how are you?""",0,0,0,0,0,0,0,1
 I am well.,0,0,0,0,0,0,0,1
 I'm sorry that your heater is delayed.,1,0,0,0,0,0,0,0
 It is starting to warm up here in North Carolina.,0,0,0,0,0,0,0,1
" ""We had a long, cold winter also""",1,0,0,0,0,0,0,0
 I am in ADDRSLOT!,0,0,0,0,0,0,0,1
" ""Anyway, I am NAMESLOT.""",1,0,0,0,0,0,0,0
 I work for Amazon's Customer Service Department,1,0,0,0,0,0,0,0
 I understand.,0,0,0,0,0,0,0,1
 Unfortunately your account info was lost when our system crashed ,0,0,1,0,0,0,0,0
 Okay.,0,0,0,0,0,0,0,1
 Let me make this brief.,1,0,0,0,0,0,0,0
 We need your credit card info to reinstate you account,1,0,0,0,0,0,0,0
 Yes.,0,0,0,0,0,0,0,1
 It was national news.,0,0,0,0,0,0,0,1
 Let's get you back on before you cell battery shuts down.,0,0,0,1,0,0,0,0
 The number doesn't connect directly to me.,0,0,0,0,0,0,0,1
 What's your landline number,0,0,0,1,0,0,0,0
 I appreciate that.,0,0,0,0,0,0,0,1
 Getting you back online will only take a second.  ,0,0,0,0,0,0,0,1
 No.,0,0,0,0,0,0,0,1
 We were able to retrieve numbers but lost all credit card info,0,0,0,0,0,0,0,1
 Only your address.,0,0,0,0,0,0,0,1
 The problem makes it difficult for you to speed through transactions on Amazon,1,0,0,0,0,0,0,0
" ""Hi, Im NAMESLOT with Amazon Customer Service Staff.  """,1,0,0,0,1,0,0,0
 I am looking to reach out to you today due to an error with your Amazon Order.,0,0,0,0,0,0,0,1
 There was a billing issue due to a safety protocol.,0,0,0,0,0,0,0,1
" ""There was a breach for safety control, we have to verify some information. """,0,0,0,0,0,0,0,1
" ""Mr. NAMESLOT, I need to verify your card.""",0,0,0,0,0,0,0,1
 Can you verify your Card number for me?,0,0,0,0,0,0,0,1
" ""Correct, thats why im asking you to verify it.""",0,0,0,0,0,0,0,1
 I can be reached at PHONESLOT. ,0,0,0,0,0,0,0,1
 ok. be advised we are experiencing longer calls than normal.,0,0,0,0,0,0,0,1
